"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1381321152430276608","https://twitter.com/hoprnet/status/1381321152430276608","HOPR is pleased to be the first to utilize @AvadoCloud NFT rewards program to distribute $HOPR to eligible AVADO and HOPR-PC users. 

Start here: https://t.co/aM3A5rSznA","2021-04-11 19:00 +0000","8208.0","761.0","0.09271442495126705","20.0","4.0","81.0","99.0","172.0","0.0","385.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1381275859110223872","https://twitter.com/hoprnet/status/1381275859110223872","Think your NFT is cute? What if it unlocked rewards for you, too?

Today @AvadoCloud begins their NFT rewards program and HOPR is happy to use this first by offering $HOPR to claim!

Read more: https://t.co/mScOgB8GqA","2021-04-11 16:00 +0000","35502.0","1664.0","0.046870598839502","28.0","3.0","81.0","140.0","532.0","0.0","880.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379796855287123971","https://twitter.com/hoprnet/status/1379796855287123971","4/ 💰 $HOPR in turn can bring vital data and metadata privacy services to Tidal users, liquidity providers, and insurance buyers.","2021-04-07 14:03 +0000","11947.0","401.0","0.033564911693312126","9.0","0.0","63.0","83.0","0.0","0.0","246.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379796603666636800","https://twitter.com/hoprnet/status/1379796603666636800","3/  👨‍🏫 The $HOPR token will be added as a custom Tidal mutual cover pool, protecting HOPR users from smart contract attacks. Add liquidity to the pool to earn Tidal rewards!","2021-04-07 14:02 +0000","9681.0","348.0","0.03594669972110319","10.0","2.0","58.0","49.0","0.0","0.0","229.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379796351744008194","https://twitter.com/hoprnet/status/1379796351744008194","2/ ⚒ Tidal Finance makes DeFi safer by providing insurance coverage for assets across chains in custom balanced liquidity pools.","2021-04-07 14:01 +0000","10566.0","464.0","0.04391444255158054","14.0","1.0","67.0","82.0","0.0","0.0","300.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379796100379475974","https://twitter.com/hoprnet/status/1379796100379475974","1/ 🚀 HOPR is thrilled to partner with @tidaldefi Through this collaboration, Tidal will provide insurance for HOPR’s layer-2 payment system while HOPR secures user data for Tidal Finance. https://t.co/g8lESzipik","2021-04-07 14:00 +0000","10884.0","553.0","0.050808526277104006","28.0","6.0","102.0","104.0","1.0","0.0","272.0","0.0","0","0","0","0","0","40","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379705504885317633","https://twitter.com/hoprnet/status/1379705504885317633","Why is metadata privacy important? What does this even mean?

We wanted to set out for you what motivates us to #buidl the HOPR protocol, and why we feel this is an important undertaking in building a more #decentralized world:

https://t.co/Gbymy9Pk6q https://t.co/knyHLSQn4u","2021-04-07 08:00 +0000","11469.0","436.0","0.03801552009765455","23.0","6.0","84.0","34.0","33.0","3.0","214.0","0.0","0","0","0","0","0","39","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379524309744459778","https://twitter.com/hoprnet/status/1379524309744459778","🇹🇷 Sevgili Türk Toplumu, lütfen kurucumuz Sebastian Bürgel ile yaptığımız bu röportajı okuyun!

Dear Turkish Community, please read this interview with our founder, Sebastian Bürgel!

#Web3 #privacy #Decentralization https://t.co/JmVzh9II7l","2021-04-06 20:00 +0000","27374.0","512.0","0.018703879593775116","21.0","4.0","97.0","115.0","0.0","10.0","265.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379041126468833289","https://twitter.com/hoprnet/status/1379041126468833289","Did you miss out planting UNI-V2 at the HOPR Farm on @Uniswap for Season 1?

Season 2 begins in less than 24 hours!

Make sure to get your tokens planted in order to earn your part of the 5mil $HOPR available in this campaign.

https://t.co/UqotdioT3O https://t.co/TXUtBj14ai","2021-04-05 12:00 +0000","10934.0","843.0","0.07709895738064752","23.0","2.0","86.0","70.0","197.0","0.0","406.0","0.0","0","0","0","0","0","59","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1378754239615311874","https://twitter.com/hoprnet/status/1378754239615311874","🥇 Our Number One choice in the meme contest. We chuckled... 🤣

Congrats to forum member 'excalibur,' we will be in touch shortly!

#HOPpyEaster https://t.co/JZ3nwSmLux","2021-04-04 17:00 +0000","14731.0","1294.0","0.08784196592220488","23.0","4.0","86.0","89.0","0.0","5.0","336.0","0.0","0","0","0","0","0","751","751","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1378739142046089220","https://twitter.com/hoprnet/status/1378739142046089220","🥈 Forum member 'evilar' brought us this on-point meme, coming in 2nd Place in our Meme Contest!

Congrats :D

#HOPpyEaster https://t.co/Nq4JxPA9lL","2021-04-04 16:00 +0000","8724.0","637.0","0.073016964695094","9.0","3.0","46.0","32.0","0.0","0.0","144.0","0.0","0","0","0","0","0","403","403","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1378724038000918529","https://twitter.com/hoprnet/status/1378724038000918529","Memes. So many to look at. 🤯

But we did it and picked the top 3 winners of our 1st Annual Easter Egg Hunt 'Meme Contest.' 

🥉 Congrats to 'skyl3' for a STRONG 3rd place finish... and for reminding us of our current favorite question ;)

2nd place announced soon!

#HOPpyEaster https://t.co/QtePKF4JpH","2021-04-04 15:00 +0000","10540.0","1058.0","0.10037950664136622","19.0","3.0","78.0","64.0","2.0","3.0","289.0","0.0","0","0","0","0","0","600","600","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1378693837871190019","https://twitter.com/hoprnet/status/1378693837871190019","🐣 Peep peep, it's time for the final egg-stravaganza event of our 1st Annual Easter Egg Hunt!

We hope you all have had a relaxing weekend 🌄

And are well rested... because this final event is a real head-scratcher 🤷‍♂️

$HOPR #HOPpyEaster https://t.co/roGWhBhxr1","2021-04-04 13:00 +0000","9670.0","486.0","0.05025853154084799","17.0","1.0","60.0","44.0","1.0","4.0","237.0","0.0","0","0","0","0","0","122","122","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1378618345155661825","https://twitter.com/hoprnet/status/1378618345155661825","HOPR &amp; DeFi: privacy-first layer0 for magic internet money!

#layer0 #protocol #defi #privacy https://t.co/UbwY5OwuOH","2021-04-04 08:00 +0000","27510.0","1137.0","0.04133042529989095","34.0","2.0","121.0","101.0","1.0","10.0","314.0","0.0","0","0","0","0","0","554","554","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1378331450844475394","https://twitter.com/hoprnet/status/1378331450844475394","🎁 After so much interest following our #jungfrau merch offering, we've decided to make this available again...

Scan the QR to begin!

Don't forget, the window to plant UNI-V2 at the HOPR Farm on @Uniswap for Season 2 ends Tuesday!

https://t.co/K1fC9vfLou https://t.co/j1T0Asm9p4","2021-04-03 13:00 +0000","9478.0","685.0","0.07227263135682634","17.0","5.0","60.0","50.0","87.0","13.0","326.0","0.0","0","0","0","0","0","127","127","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1378255955364769793","https://twitter.com/hoprnet/status/1378255955364769793","❗️We've added another bounty to @gitcoin 

If you have experience with @libp2p or @protocollabs #IPFS we'd appreciate your attention!

https://t.co/zmM5pGY2dB

#web3 #privacy #HARE $HOPR https://t.co/LsQG1tnkq9","2021-04-03 08:00 +0000","12403.0","557.0","0.04490848988148029","20.0","4.0","78.0","79.0","67.0","3.0","249.0","0.0","0","0","0","0","0","57","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1377969062064451588","https://twitter.com/hoprnet/status/1377969062064451588","Dear Community... what shall we call you?

How about you decide? And possibly win $HOPR !?

Day Two of HOPR's First Annual Easter Egg Hunt is here...

#HOPpyEaster #BunniesNeedPrivacyToo #WeCarrotWaitforWeb3 https://t.co/CdzbOqfmjb","2021-04-02 13:00 +0000","13469.0","830.0","0.06162298611626699","22.0","24.0","89.0","53.0","3.0","21.0","428.0","0.0","0","0","0","0","0","190","190","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1377893564563226624","https://twitter.com/hoprnet/status/1377893564563226624","❓ Is Data Analysis your skillset?

We've set up some @gitcoin bounties related to elements of the $HOPR sale. 

1️⃣ https://t.co/9wqe5roQA6

2️⃣ https://t.co/a9gYdKcZm8

#DataAnalytics #bounty https://t.co/U1ogZuQRAA","2021-04-02 08:00 +0000","11837.0","671.0","0.05668666047140323","20.0","1.0","77.0","63.0","178.0","4.0","270.0","0.0","0","0","0","0","0","58","58","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
